Date,Open,High,Low,Close,Adj Close,Volume
2025-01-02 05:00:00+00:00,25.49,25.51,25.47,25.51,25.51,700.0
2025-01-03 05:00:00+00:00,25.48,25.53,25.48,25.53,25.53,1266.0
2025-01-06 05:00:00+00:00,25.53,25.53,25.53,25.53,25.53,100.0
2025-01-07 05:00:00+00:00,25.51,25.51,25.47,25.48,25.48,1564.0
2025-01-08 05:00:00+00:00,25.48,25.48,25.48,25.48,25.48,0.0
2025-01-10 05:00:00+00:00,25.365,25.39,25.365,25.39,25.39,400.0
2025-01-13 05:00:00+00:00,25.39,25.39,25.39,25.39,25.39,0.0
2025-01-14 05:00:00+00:00,25.39,25.39,25.39,25.39,25.39,0.0
2025-01-15 05:00:00+00:00,25.39,25.39,25.39,25.39,25.39,0.0
2025-01-16 05:00:00+00:00,25.59,25.59,25.56,25.56,25.56,1680.0
2025-01-17 05:00:00+00:00,25.65,25.65,25.65,25.65,25.65,8000.0
2025-01-21 05:00:00+00:00,25.73,25.74,25.73,25.74,25.74,400.0
2025-01-22 05:00:00+00:00,25.74,25.74,25.74,25.74,25.74,300.0
2025-01-23 05:00:00+00:00,25.74,25.76,25.74,25.76,25.76,400.0
2025-01-24 05:00:00+00:00,25.8,25.8,25.76,25.76,25.76,600.0
2025-01-27 05:00:00+00:00,25.65,25.72,25.65,25.68,25.68,1600.0
2025-01-28 05:00:00+00:00,25.71,25.75,25.71,25.75,25.75,500.0
2025-01-29 05:00:00+00:00,25.7,25.71,25.7,25.71,25.71,300.0
2025-01-30 05:00:00+00:00,25.73,25.77,25.72,25.77,25.77,500.0
2025-01-31 05:00:00+00:00,25.72,25.72,25.7,25.7,25.7,300.0
2025-02-03 05:00:00+00:00,25.62,25.68,25.62,25.68,25.68,500.0
2025-02-04 05:00:00+00:00,25.71,25.71,25.71,25.71,25.71,4657.0
2025-02-05 05:00:00+00:00,25.74,25.74,25.74,25.74,25.74,146.0
2025-02-06 05:00:00+00:00,25.74,25.74,25.74,25.74,25.74,0.0
2025-02-07 05:00:00+00:00,25.74,25.74,25.74,25.74,25.74,0.0
2025-02-10 05:00:00+00:00,25.74,25.74,25.74,25.74,25.74,0.0
2025-02-11 05:00:00+00:00,25.75,25.75,25.75,25.75,25.75,357.0
2025-02-12 05:00:00+00:00,25.71,25.72,25.71,25.72,25.72,300.0
2025-02-13 05:00:00+00:00,25.72,25.72,25.72,25.72,25.72,0.0
2025-02-14 05:00:00+00:00,25.82,25.85,25.82,25.85,25.85,500.0
2025-02-18 05:00:00+00:00,25.81,25.81,25.81,25.81,25.81,193.0
2025-02-19 05:00:00+00:00,25.81,25.81,25.81,25.81,25.81,0.0
2025-02-20 05:00:00+00:00,25.81,25.81,25.81,25.81,25.81,0.0
2025-02-21 05:00:00+00:00,25.82,25.82,25.7,25.78,25.78,1000.0
2025-02-24 05:00:00+00:00,25.78,25.78,25.73,25.73,25.73,1900.0
2025-02-25 05:00:00+00:00,25.7,25.74,25.7,25.74,25.74,475.0
2025-02-26 05:00:00+00:00,25.75,25.76,25.75,25.76,25.76,200.0
2025-02-27 05:00:00+00:00,25.61,25.61,25.61,25.61,25.61,200.0
2025-02-28 05:00:00+00:00,25.61,25.61,25.61,25.61,25.61,195.0
2025-03-03 05:00:00+00:00,25.67,25.67,25.63,25.63,25.63,623.0
2025-03-04 05:00:00+00:00,25.47,25.58,25.47,25.58,25.58,200.0
2025-03-05 05:00:00+00:00,25.58,25.58,25.58,25.58,25.58,0.0
2025-03-06 05:00:00+00:00,25.58,25.58,25.58,25.58,25.58,0.0
2025-03-07 05:00:00+00:00,25.58,25.58,25.58,25.58,25.58,0.0
2025-03-10 04:00:00+00:00,25.43,25.43,25.43,25.43,25.43,100.0
2025-03-11 04:00:00+00:00,25.43,25.43,25.43,25.43,25.43,0.0
2025-03-12 04:00:00+00:00,25.32,25.32,25.32,25.32,25.32,100.0
2025-03-13 04:00:00+00:00,25.32,25.32,25.32,25.32,25.32,0.0
2025-03-14 04:00:00+00:00,25.36,25.36,25.35,25.36,25.36,496.0
2025-03-17 04:00:00+00:00,25.41,25.41,25.41,25.41,25.41,149.0
2025-03-18 04:00:00+00:00,25.41,25.41,25.41,25.41,25.41,0.0
2025-03-19 04:00:00+00:00,25.37,25.37,25.37,25.37,25.37,100.0
2025-03-20 04:00:00+00:00,25.37,25.37,25.37,25.37,25.37,0.0
2025-03-21 04:00:00+00:00,25.37,25.37,25.37,25.37,25.37,0.0
2025-03-24 04:00:00+00:00,25.37,25.37,25.37,25.37,25.37,0.0
2025-03-25 04:00:00+00:00,25.37,25.37,25.37,25.37,25.37,0.0
2025-03-26 04:00:00+00:00,25.43,25.43,25.43,25.43,25.43,100.0
2025-03-27 04:00:00+00:00,25.47,25.47,25.47,25.47,25.47,100.0
2025-03-28 04:00:00+00:00,25.31,25.31,25.28,25.28,25.28,400.0
2025-03-31 04:00:00+00:00,25.28,25.28,25.28,25.28,25.28,0.0
2025-04-01 04:00:00+00:00,25.44,25.44,25.44,25.44,25.44,100.0
2025-04-02 04:00:00+00:00,25.44,25.44,25.44,25.44,25.44,0.0
2025-04-03 04:00:00+00:00,25.12,25.12,25.1,25.1,25.1,1600.0
