Date,Open,High,Low,Close,Adj Close,Volume
2020-10-28 04:00:00+00:00,13.17,14.825,12.87,12.92,12.92,87260.0
2020-10-29 04:00:00+00:00,12.7,14.24,12.68,12.99,12.99,34868.0
2020-10-30 04:00:00+00:00,13.06,13.27,11.75,13.27,13.27,8860.0
2020-11-02 05:00:00+00:00,12.5,13.945,12.45,13.67,13.67,9708.0
2020-11-03 05:00:00+00:00,13.49,14.3,13.305,13.96,13.96,3800.0
2020-11-04 05:00:00+00:00,14.19,14.25,13.11,13.11,13.11,8748.0
2020-11-05 05:00:00+00:00,13.01,13.165,12.53,12.57,12.57,5374.0
2020-11-06 05:00:00+00:00,12.55,12.69,12.305,12.64,12.64,7523.0
2020-11-09 05:00:00+00:00,12.86,12.95,10.85,10.885,10.885,23098.0
2020-11-10 05:00:00+00:00,11.005,11.59,11.005,11.315,11.315,17530.0
2020-11-11 05:00:00+00:00,11.875,12.27,11.455,11.69,11.69,25450.0
2020-11-12 05:00:00+00:00,12.235,12.235,11.37,11.44,11.44,4538.0
2020-11-13 05:00:00+00:00,11.54,11.65,11.19,11.48,11.48,13634.0
2020-11-16 05:00:00+00:00,11.57,14.33,11.5,13.87,13.87,35925.0
2020-11-17 05:00:00+00:00,13.355,17.87,13.27,16.305,16.305,51054.0
2020-11-18 05:00:00+00:00,17.325,18.85,15.205,15.67,15.67,20479.0
2020-11-19 05:00:00+00:00,16.055,16.88,15.85,15.94,15.94,14517.0
2020-11-20 05:00:00+00:00,16.1,17.21,16.1,16.87,16.87,21573.0
2020-11-23 05:00:00+00:00,17.4,17.98,16.49,17.78,17.78,10635.0
2020-11-24 05:00:00+00:00,18.15,18.35,17.8,17.81,17.81,18805.0
2020-11-25 05:00:00+00:00,18.07,18.305,17.755,17.98,17.98,7645.0
2020-11-27 05:00:00+00:00,18.045,18.095,16.78,16.78,16.78,2704.0
2020-11-30 05:00:00+00:00,17.0,17.94,17.0,17.67,17.67,4457.0
2020-12-01 05:00:00+00:00,17.425,17.45,15.76,15.765,15.765,7216.0
2020-12-02 05:00:00+00:00,15.74,16.415,15.525,16.29,16.29,2536.0
2020-12-03 05:00:00+00:00,16.48,16.7,16.29,16.29,16.29,471.0
2020-12-04 05:00:00+00:00,16.39,16.39,15.22,15.49,15.49,3039.0
2020-12-07 05:00:00+00:00,15.46,15.46,14.24,14.24,14.24,10991.0
2020-12-08 05:00:00+00:00,14.92,15.97,14.92,15.87,15.87,1376.0
2020-12-09 05:00:00+00:00,15.61,16.22,15.05,15.05,15.05,5363.0
2020-12-10 05:00:00+00:00,15.2,16.305,15.07,15.64,15.64,8558.0
2020-12-11 05:00:00+00:00,16.015,16.395,15.74,15.74,15.74,10359.0
2020-12-14 05:00:00+00:00,16.27,16.38,15.775,15.89,15.89,7676.0
2020-12-15 05:00:00+00:00,15.83,16.345,15.83,16.24,16.24,3722.0
2020-12-16 05:00:00+00:00,16.49,16.91,15.955,16.91,16.91,3315.0
2020-12-17 05:00:00+00:00,17.17,17.58,16.915,17.4,17.4,4200.0
2020-12-18 05:00:00+00:00,17.08,17.19,15.95,16.05,16.05,7694.0
2020-12-21 05:00:00+00:00,15.875,17.2,15.32,17.1,17.1,4993.0
2020-12-22 05:00:00+00:00,17.1,18.39,17.1,18.39,18.39,5683.0
2020-12-23 05:00:00+00:00,18.58,19.81,18.58,19.56,19.56,8574.0
2020-12-24 05:00:00+00:00,19.04,19.275,18.83,19.055,19.055,2315.0
2020-12-28 05:00:00+00:00,18.3,18.79,17.725,18.79,18.79,2687.0
2020-12-29 05:00:00+00:00,18.52,19.11,17.99,19.0,19.0,5230.0
2020-12-30 05:00:00+00:00,18.94,19.43,18.88,19.19,19.19,1868.0
2020-12-31 05:00:00+00:00,19.05,20.75,18.89,20.06,20.06,2069.0
2021-01-04 05:00:00+00:00,19.875,19.875,18.51,19.74,19.74,2849.0
2021-01-05 05:00:00+00:00,19.51,19.51,18.0,18.12,18.12,6272.0
2021-01-06 05:00:00+00:00,18.26,19.415,18.04,19.23,19.23,2779.0
2021-01-07 05:00:00+00:00,19.21,19.275,18.63,19.275,19.275,4100.0
2021-01-08 05:00:00+00:00,20.185,22.03,20.185,21.275,21.275,4565.0
2021-01-11 05:00:00+00:00,21.26,22.69,21.26,22.625,22.625,1851.0
2021-01-12 05:00:00+00:00,22.3,22.615,21.495,22.51,22.51,4262.0
2021-01-13 05:00:00+00:00,23.21,24.13,23.14,23.7,23.7,2353.0
2021-01-14 05:00:00+00:00,23.24,25.48,23.24,25.32,25.32,601.0
2021-01-15 05:00:00+00:00,26.49,28.75,26.49,28.05,28.05,8112.0
2021-01-19 05:00:00+00:00,29.31,30.32,27.06,28.57,28.57,25421.0
2021-01-20 05:00:00+00:00,29.41,31.025,28.9,31.025,31.025,10702.0
2021-01-21 05:00:00+00:00,29.53,29.53,26.8,29.295,29.295,5495.0
2021-01-22 05:00:00+00:00,28.735,29.325,26.66,27.5,27.5,16073.0
2021-01-25 05:00:00+00:00,27.63,27.63,25.26,27.07,27.07,4300.0
2021-01-26 05:00:00+00:00,26.68,27.0,26.68,26.8,26.8,1494.0
2021-01-27 05:00:00+00:00,24.6,24.65,21.55,22.07,22.07,4942.0
2021-01-28 05:00:00+00:00,22.62,25.5,22.1,24.65,24.65,7186.0
2021-01-29 05:00:00+00:00,23.74,24.465,23.53,23.88,23.88,2869.0
2021-02-01 05:00:00+00:00,24.4,24.79,23.74,24.6,24.6,7531.0
2021-02-02 05:00:00+00:00,24.235,24.295,24.045,24.15,24.15,8669.0
2021-02-03 05:00:00+00:00,23.21,24.17,23.21,23.79,23.79,5796.0
2021-02-04 05:00:00+00:00,24.06,24.115,23.34,23.66,23.66,3883.0
2021-02-05 05:00:00+00:00,23.17,23.17,21.9,22.02,22.02,2199.0
2021-02-08 05:00:00+00:00,22.63,22.655,21.78,21.935,21.935,10587.0
2021-02-09 05:00:00+00:00,23.3,23.32,22.05,23.115,23.115,19011.0
2021-02-10 05:00:00+00:00,23.78,24.55,23.16,24.55,24.55,6327.0
2021-02-11 05:00:00+00:00,24.575,24.62,24.0,24.575,24.575,3292.0
2021-02-12 05:00:00+00:00,24.57,24.84,24.07,24.63,24.63,4460.0
2021-02-16 05:00:00+00:00,25.5,28.35,25.5,26.96,26.96,9548.0
2021-02-17 05:00:00+00:00,26.92,27.0,24.245,25.1,25.1,13747.0
2021-02-18 05:00:00+00:00,25.1,25.1,22.75,23.585,23.585,12582.0
2021-02-19 05:00:00+00:00,23.455,25.55,23.455,24.37,24.37,5617.0
2021-02-22 05:00:00+00:00,24.27,24.5,22.78,22.78,22.78,8118.0
2021-02-23 05:00:00+00:00,22.48,22.48,20.45,20.645,20.645,8458.0
2021-02-24 05:00:00+00:00,20.64,21.2,20.475,20.515,20.515,5808.0
2021-02-25 05:00:00+00:00,21.0,21.0,18.83,19.08,19.08,11269.0
2021-02-26 05:00:00+00:00,19.25,20.06,18.35,19.905,19.905,6155.0
2021-03-01 05:00:00+00:00,19.8,19.8,18.4,19.23,19.23,7116.0
2021-03-02 05:00:00+00:00,19.0,21.18,18.96,20.64,20.64,11506.0
2021-03-03 05:00:00+00:00,20.04,20.37,19.2,20.04,20.04,8105.0
2021-03-04 05:00:00+00:00,19.875,20.345,17.52,18.19,18.19,8057.0
2021-03-05 05:00:00+00:00,19.135,19.135,16.43,18.28,18.28,34640.0
2021-03-08 05:00:00+00:00,17.875,18.38,16.39,17.36,17.36,8136.0
2021-03-09 05:00:00+00:00,18.05,19.27,18.05,18.53,18.53,2896.0
2021-03-10 05:00:00+00:00,18.94,21.78,18.94,20.18,20.18,12368.0
2021-03-11 05:00:00+00:00,21.52,22.54,21.07,22.49,22.49,7005.0
2021-03-12 05:00:00+00:00,22.02,22.785,21.415,22.785,22.785,5804.0
2021-03-15 04:00:00+00:00,22.9,23.42,22.59,22.59,22.59,1998.0
2021-03-16 04:00:00+00:00,22.1,22.805,21.22,21.7,21.7,16981.0
2021-03-17 04:00:00+00:00,21.92,25.42,21.5,23.82,23.82,8431.0
2021-03-18 04:00:00+00:00,22.16,22.715,21.77,22.585,22.585,7123.0
2021-03-19 04:00:00+00:00,22.07,22.47,21.55,21.94,21.94,14086.0
2021-03-22 04:00:00+00:00,20.94,21.32,20.92,21.32,21.32,1189.0
2021-03-23 04:00:00+00:00,21.08,21.08,19.985,20.125,20.125,3681.0
