Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27 04:00:00+00:00,13.79,14.305,13.49,14.16,14.16,3423.0
2020-07-28 04:00:00+00:00,13.925,14.12,13.75,13.915,13.915,1963.0
2020-07-29 04:00:00+00:00,13.73,13.99,13.1,13.4,13.4,2184.0
2020-07-30 04:00:00+00:00,13.66,13.66,13.22,13.3,13.3,5975.0
2020-07-31 04:00:00+00:00,14.29,14.29,13.19,13.225,13.225,12483.0
2020-08-03 04:00:00+00:00,13.27,14.225,13.09,13.92,13.92,44723.0
2020-08-04 04:00:00+00:00,13.81,14.82,13.8,14.66,14.66,11534.0
2020-08-05 04:00:00+00:00,14.82,15.52,14.48,15.05,15.05,8973.0
2020-08-06 04:00:00+00:00,15.85,16.3,15.725,16.18,16.18,8567.0
2020-08-07 04:00:00+00:00,15.75,16.005,15.16,15.69,15.69,15806.0
2020-08-10 04:00:00+00:00,15.835,16.06,15.33,15.8,15.8,3804.0
2020-08-11 04:00:00+00:00,15.575,15.87,15.355,15.355,15.355,3667.0
2020-08-12 04:00:00+00:00,15.325,15.66,15.27,15.35,15.35,10708.0
2020-08-13 04:00:00+00:00,15.665,16.075,15.64,16.075,16.075,3746.0
2020-08-14 04:00:00+00:00,15.83,16.05,15.805,15.85,15.85,570.0
2020-08-17 04:00:00+00:00,16.05,16.24,15.965,16.0,16.0,1399.0
2020-08-18 04:00:00+00:00,16.06,16.12,15.96,15.96,15.96,1186.0
2020-08-19 04:00:00+00:00,16.14,16.14,15.8,16.0,16.0,1627.0
2020-08-20 04:00:00+00:00,15.66,16.13,15.66,16.015,16.015,11940.0
2020-08-21 04:00:00+00:00,15.93,15.96,15.55,15.74,15.74,18553.0
2020-08-24 04:00:00+00:00,16.06,16.06,15.63,15.63,15.63,19971.0
2020-08-25 04:00:00+00:00,15.82,16.105,15.665,16.105,16.105,11800.0
2020-08-26 04:00:00+00:00,16.04,16.04,15.85,15.855,15.855,796.0
2020-08-27 04:00:00+00:00,15.75,15.775,15.38,15.41,15.41,3992.0
2020-08-28 04:00:00+00:00,15.35,15.36,15.29,15.35,15.35,1027.0
2020-08-31 04:00:00+00:00,15.06,15.06,14.79,14.81,14.81,780.0
2020-09-01 04:00:00+00:00,14.365,14.365,14.07,14.07,14.07,1771.0
2020-09-02 04:00:00+00:00,13.98,13.98,13.78,13.8,13.8,3182.0
2020-09-03 04:00:00+00:00,13.415,13.58,12.9,12.9,12.9,571.0
2020-09-04 04:00:00+00:00,12.45,12.46,11.91,12.39,12.39,1927.0
2020-09-08 04:00:00+00:00,11.97,12.955,11.97,12.55,12.55,2835.0
